feature	FTA-10_1	FTA-1_1	FTA-11_1	FTA-12_1	FTA-13_1	FTA-14_1	FTA-15_1	FTA-16_1	FTA-17_1	FTA-18_1	FTA-19_1	FTA-20_1	FTA-2_1	FTA-23_1	FTA-24_1	FTA-3_1	FTA-4_1	FTA-5_1	FTA-6_1	FTA-9_1	FTC-10_1	FTC-1_1	FTC-11_1	FTC-12_1	FTC-13_1	FTC-14_1	FTC-15_1	FTC-16_1	FTC-17_1	FTC-18_1	FTC-19_1	FTC-20_1	FTC-2_1	FTC-21_1	FTC-22_1	FTC-3_1	FTC-4_1	FTC-5_1	FTC-6_1	FTC-7_1	FTC-8_1
ENST00000461291.2_4960_5000_+|genomic|ENST00000461291.2_4960_5000_+|peak_896|ENST00000461291.2|4960|5000	0	0	0	0	0	0	0	0	0	0	0	18	0	14	17	0	1	35	1	0	0	18	0	0	0	0	0	19	10	16	20	0	0	18	16	0	21	0	0	0	0
ENST00000461348.2_440_480_+|genomic|ENST00000461348.2_440_480_+|peak_897|ENST00000461348.2|440|480	5	3	4	2	3	5	6	13	1	0	1	2	4	2	2	20	24	29	114	17	2	0	1	0	3	0	0	5	1	5	3	3	12	4	2	4	0	59	1	2	1
ENST00000461370.1_260_280_+|genomic|ENST00000461370.1_260_280_+|peak_898|ENST00000461370.1|260|280	41	40	32	15	16	40	15	49	4	21	7	14	11	13	24	39	28	19	33	23	14	13	12	17	7	4	14	19	15	13	15	18	83	23	9	56	19	24	4	5	15
ENST00000461556.1_120_140_+|genomic|ENST00000461556.1_120_140_+|peak_899|ENST00000461556.1|120|140	10	38	0	5	4	4	62	7	0	223	17	2	8	4	7	1	0	0	1	0	8	7	1	2	8	8	2	5	7	6	6	2	139	10	4	24	5	0	12	3	2
ENST00000461652.2_440_460_+|genomic|ENST00000461652.2_440_460_+|peak_900|ENST00000461652.2|440|460	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	21	25	46	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0
ENST00000461943.1_320_360_+|genomic|ENST00000461943.1_320_360_+|peak_901|ENST00000461943.1|320|360	18	18	13	6	9	19	9	21	2	9	3	2	9	7	6	2	1	0	4	1	1	7	3	12	20	3	19	4	3	4	5	9	12	5	4	6	4	2	3	2	3
ENST00000461958.2_2780_2800_+|genomic|ENST00000461958.2_2780_2800_+|peak_902|ENST00000461958.2|2780|2800	12	10	15	3	9	11	9	38	2	9	1	1	4	5	2	0	0	0	0	0	2	3	1	6	3	2	10	5	3	4	2	6	49	3	1	12	5	0	2	2	5
ENST00000462183.1_380_420_+|genomic|ENST00000462183.1_380_420_+|peak_903|ENST00000462183.1|380|420	16	30	20	61	12	21	30	79	12	28	13	19	20	14	27	14	47	52	131	36	33	22	5	14	8	6	8	16	18	15	22	27	173	25	12	65	22	51	16	28	34
ENST00000462188.1_1340_1380_+|genomic|ENST00000462188.1_1340_1380_+|peak_904|ENST00000462188.1|1340|1380	8	17	16	17	7	8	18	17	3	12	5	3	12	6	7	4	21	15	47	4	8	4	3	7	14	11	4	9	9	7	4	17	35	7	4	11	5	27	1	13	15
ENST00000462566.1_120_160_+|genomic|ENST00000462566.1_120_160_+|peak_905|ENST00000462566.1|120|160	0	0	0	0	0	0	0	0	0	0	0	15	0	19	18	0	0	0	0	0	0	15	0	0	0	0	0	13	17	19	15	0	0	23	16	0	22	0	0	0	0
ENST00000462749.1_700_720_+|genomic|ENST00000462749.1_700_720_+|peak_906|ENST00000462749.1|700|720	14	14	9	11	5	11	9	17	3	9	4	2	2	9	6	7	27	19	27	8	10	9	2	2	4	6	6	7	4	6	10	14	38	9	6	17	7	30	4	10	4
ENST00000463323.1_40_80_+|genomic|ENST00000463323.1_40_80_+|peak_907|ENST00000463323.1|40|80	19	15	13	11	5	13	16	26	1	16	2	6	7	9	11	0	8	8	29	13	8	12	6	8	5	16	2	6	7	8	11	10	27	5	6	24	6	25	4	6	7
ENST00000463384.1_400_420_+|genomic|ENST00000463384.1_400_420_+|peak_908|ENST00000463384.1|400|420	6	37	3	25	12	3	2	4	2	5	11	7	12	4	10	5	13	14	21	0	10	8	13	1	3	10	4	7	7	6	1	6	27	13	11	50	9	16	15	8	3
ENST00000463584.1_1200_1240_+|genomic|ENST00000463584.1_1200_1240_+|peak_909|ENST00000463584.1|1200|1240	17	101	16	89	44	24	25	37	16	33	41	65	66	66	84	32	133	139	178	11	78	70	61	6	43	25	7	79	85	64	74	15	162	84	76	180	76	179	31	23	16
ENST00000463834.1_2580_2620_+|genomic|ENST00000463834.1_2580_2620_+|peak_910|ENST00000463834.1|2580|2620	13	24	9	15	17	12	10	15	6	13	12	12	20	14	17	4	2	2	5	3	9	19	4	3	18	6	6	21	14	16	17	3	17	19	17	30	19	10	4	4	1
ENST00000464063.1_440_480_+|genomic|ENST00000464063.1_440_480_+|peak_911|ENST00000464063.1|440|480	2	0	3	0	0	0	0	0	1	0	6	14	0	14	16	0	2	39	43	0	0	12	0	0	0	0	0	23	22	16	20	0	0	25	18	6	20	1	0	0	0
ENST00000464165.1_2040_2060_+|genomic|ENST00000464165.1_2040_2060_+|peak_912|ENST00000464165.1|2040|2060	14	8	16	6	3	8	9	14	2	4	3	3	2	1	1	4	0	0	1	8	6	4	4	19	7	3	29	1	2	2	3	10	3	3	2	3	3	1	1	2	6
ENST00000464507.1_140_180_+|genomic|ENST00000464507.1_140_180_+|peak_913|ENST00000464507.1|140|180	41	77	24	51	48	21	45	44	21	46	26	22	21	25	33	0	0	0	0	0	55	25	15	11	13	38	6	29	30	28	29	33	141	36	21	115	25	0	26	37	22
ENST00000464689.1_1740_1780_+|genomic|ENST00000464689.1_1740_1780_+|peak_914|ENST00000464689.1|1740|1780	44	79	86	61	37	49	75	164	13	52	41	36	87	36	44	7	13	14	41	6	45	37	16	37	23	69	26	41	36	42	39	69	172	49	46	89	48	49	34	39	20
ENST00000465144.1_300_340_+|genomic|ENST00000465144.1_300_340_+|peak_915|ENST00000465144.1|300|340	23	29	38	38	14	7	13	26	5	9	9	10	34	13	17	19	42	30	80	22	17	13	13	13	9	12	7	10	12	11	14	17	51	15	13	22	14	104	16	9	20
ENST00000465215.1_1000_1020_+|genomic|ENST00000465215.1_1000_1020_+|peak_916|ENST00000465215.1|1000|1020	21	19	18	2	13	22	12	56	6	6	7	14	17	17	12	3	1	8	5	7	16	15	14	25	19	16	24	10	13	14	15	14	28	18	16	23	16	7	1	2	17
ENST00000466011.1_960_1000_+|genomic|ENST00000466011.1_960_1000_+|peak_917|ENST00000466011.1|960|1000	9	21	17	30	6	8	15	19	5	10	5	4	7	1	8	2	11	2	29	3	12	6	13	9	8	10	7	6	6	5	6	11	49	5	7	20	5	13	7	10	20
ENST00000466064.1_480_520_+|genomic|ENST00000466064.1_480_520_+|peak_918|ENST00000466064.1|480|520	1	2	4	1	0	3	0	0	0	1	9	45	0	49	67	0	0	80	80	0	0	56	5	1	0	0	0	58	50	55	47	0	4	69	57	0	56	0	1	1	0
ENST00000466097.1_120_160_+|genomic|ENST00000466097.1_120_160_+|peak_919|ENST00000466097.1|120|160	19	13	8	9	7	10	17	31	3	9	6	11	18	9	11	4	16	11	40	2	6	11	4	3	5	2	2	7	11	12	9	8	46	11	12	40	11	19	5	8	5
ENST00000466226.1_400_440_+|genomic|ENST00000466226.1_400_440_+|peak_920|ENST00000466226.1|400|440	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	19	33	55	59	41	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	130	0	1	0
ENST00000466324.1_320_360_+|genomic|ENST00000466324.1_320_360_+|peak_921|ENST00000466324.1|320|360	68	73	28	82	23	30	33	70	17	38	14	8	25	9	19	26	45	21	137	26	48	12	17	4	7	16	7	13	8	7	14	43	64	15	17	49	21	110	7	27	11
ENST00000466343.2_420_460_+|genomic|ENST00000466343.2_420_460_+|peak_922|ENST00000466343.2|420|460	20	28	43	21	16	27	16	37	6	9	8	7	10	7	6	48	31	40	48	130	16	8	13	28	11	8	63	8	2	2	6	24	51	6	5	21	6	31	5	5	11
ENST00000466512.1_660_700_+|genomic|ENST00000466512.1_660_700_+|peak_923|ENST00000466512.1|660|700	179	449	707	241	64	90	215	612	101	136	124	172	123	191	232	90	123	242	338	162	446	201	54	174	98	186	118	223	214	224	195	162	314	255	197	376	208	170	38	278	164
ENST00000466567.2_80_100_+|genomic|ENST00000466567.2_80_100_+|peak_924|ENST00000466567.2|80|100	28	17	30	46	13	7	55	37	9	15	26	19	16	27	35	11	41	50	140	16	46	36	27	16	7	14	10	37	19	21	28	24	127	33	27	67	28	83	14	33	15
ENST00000466568.1_120_160_+|genomic|ENST00000466568.1_120_160_+|peak_925|ENST00000466568.1|120|160	83	73	126	56	72	59	61	131	34	75	41	7	295	15	24	64	15	13	48	266	13	16	33	93	30	21	151	12	13	8	15	62	113	17	14	83	17	60	12	11	50
ENST00000467171.2_480_520_+|genomic|ENST00000467171.2_480_520_+|peak_926|ENST00000467171.2|480|520	124	118	56	135	64	95	74	57	24	120	51	70	35	76	97	9	10	25	39	12	81	84	126	40	62	152	36	80	80	85	83	79	171	91	87	127	86	31	83	78	78
ENST00000467322.1_3500_3540_+|genomic|ENST00000467322.1_3500_3540_+|peak_927|ENST00000467322.1|3500|3540	14	20	19	6	10	18	14	20	3	11	3	6	8	9	7	18	11	10	15	13	6	6	4	9	14	10	25	3	5	6	5	13	44	6	6	15	5	20	4	1	10
ENST00000468031.1_1100_1140_+|genomic|ENST00000468031.1_1100_1140_+|peak_928|ENST00000468031.1|1100|1140	11	42	18	56	15	7	4	3	4	6	21	11	19	17	15	7	31	31	78	6	40	15	30	3	17	11	5	19	10	20	14	4	75	24	15	99	17	54	17	17	11
ENST00000468400.1_180_220_+|genomic|ENST00000468400.1_180_220_+|peak_929|ENST00000468400.1|180|220	23	18	30	7	9	15	10	15	5	9	7	3	3	5	7	0	2	1	2	4	4	6	8	7	6	2	19	7	6	5	6	6	22	5	2	12	8	1	2	2	7
ENST00000468407.1_360_400_+|genomic|ENST00000468407.1_360_400_+|peak_930|ENST00000468407.1|360|400	21	20	13	7	3	20	19	28	1	12	5	36	7	36	51	15	41	97	88	39	7	43	4	3	8	8	2	49	36	44	47	6	30	59	38	7	46	185	9	8	5
ENST00000468509.1_340_360_+|genomic|ENST00000468509.1_340_360_+|peak_931|ENST00000468509.1|340|360	12	0	11	5	0	0	0	1	6	0	23	45	0	57	59	0	2	3	7	0	0	61	4	0	0	1	0	71	55	56	61	0	2	70	54	19	67	0	0	0	0
ENST00000468722.1_360_400_+|genomic|ENST00000468722.1_360_400_+|peak_932|ENST00000468722.1|360|400	68	36	61	231	28	158	135	262	7	41	42	28	31	23	40	14	47	33	194	21	46	32	33	30	24	16	18	27	27	27	27	40	234	34	32	110	34	77	56	43	46
ENST00000468863.1_40_80_+|genomic|ENST00000468863.1_40_80_+|peak_933|ENST00000468863.1|40|80	13	29	7	25	16	16	15	37	4	17	6	10	9	12	13	2	18	7	23	6	18	13	5	1	3	9	4	14	9	10	13	23	82	11	14	60	13	10	8	12	11
ENST00000469150.1_2580_2620_+|genomic|ENST00000469150.1_2580_2620_+|peak_934|ENST00000469150.1|2580|2620	17	2	29	1	23	0	0	1	7	0	25	43	0	45	51	0	1	20	22	1	1	51	0	13	0	1	0	52	53	48	48	0	13	53	47	26	47	0	0	5	4
ENST00000469462.1_2920_2960_+|genomic|ENST00000469462.1_2920_2960_+|peak_935|ENST00000469462.1|2920|2960	26	0	14	1	0	0	1	0	19	0	30	35	0	42	50	0	0	10	31	0	0	43	2	0	0	1	2	53	42	42	45	0	4	58	49	24	46	0	1	0	0
ENST00000469845.1_380_420_+|genomic|ENST00000469845.1_380_420_+|peak_936|ENST00000469845.1|380|420	60	22	35	4	17	295	23	21	16	24	9	3	10	3	2	28	3	0	23	18	11	16	27	7	66	61	14	1	1	1	5	1	22	5	4	2	4	21	9	4	14
ENST00000469930.1_120_160_+|genomic|ENST00000469930.1_120_160_+|peak_937|ENST00000469930.1|120|160	10	15	6	4	6	4	5	11	2	5	3	2	3	2	3	15	30	11	21	31	13	1	4	3	0	6	2	1	3	5	2	4	18	5	3	8	4	22	4	1	10
ENST00000470208.1_140_160_+|genomic|ENST00000470208.1_140_160_+|peak_938|ENST00000470208.1|140|160	14	92	45	82	48	18	9	31	12	16	41	14	52	10	17	0	0	0	1	0	25	9	93	15	41	54	6	17	15	13	14	26	43	16	13	86	11	0	20	29	3
ENST00000470352.1_120_160_+|genomic|ENST00000470352.1_120_160_+|peak_939|ENST00000470352.1|120|160	12	14	8	3	6	3	27	4	1	9	6	6	7	11	9	3	13	12	32	4	10	10	0	2	5	7	0	10	10	10	9	4	49	10	10	41	10	34	6	3	1
ENST00000470589.1_1860_1900_+|genomic|ENST00000470589.1_1860_1900_+|peak_940|ENST00000470589.1|1860|1900	81	110	115	40	39	48	49	119	13	47	17	14	47	21	26	92	46	32	67	82	21	21	17	41	36	18	128	22	28	26	25	37	206	31	21	56	25	39	6	10	39
ENST00000470633.1_460_480_+|genomic|ENST00000470633.1_460_480_+|peak_941|ENST00000470633.1|460|480	1	45	8	10	3	2	48	10	3	166	18	8	22	10	11	0	0	3	0	0	12	8	4	6	5	1	7	9	8	7	10	0	64	11	10	12	7	1	14	6	1
ENST00000470841.1_1040_1060_+|genomic|ENST00000470841.1_1040_1060_+|peak_942|ENST00000470841.1|1040|1060	24	12	7	8	3	34	21	55	3	12	5	15	14	17	16	6	1	13	16	5	12	23	5	3	1	1	8	24	13	20	14	15	71	21	19	50	24	21	9	8	9
ENST00000470877.1_360_400_+|genomic|ENST00000470877.1_360_400_+|peak_943|ENST00000470877.1|360|400	10	0	1	3	0	0	0	0	11	0	12	33	0	31	50	0	2	51	58	0	1	44	0	0	0	0	0	44	41	39	31	1	20	52	44	30	41	0	0	0	0
ENST00000471196.1_220_260_+|genomic|ENST00000471196.1_220_260_+|peak_944|ENST00000471196.1|220|260	1	7	7	3	0	3	5	7	1	1	1	1	5	1	3	56	39	45	69	68	2	3	1	2	1	1	2	3	1	3	1	3	8	1	1	9	1	53	2	0	1
ENST00000471240.1_280_320_+|genomic|ENST00000471240.1_280_320_+|peak_945|ENST00000471240.1|280|320	25	37	31	46	15	16	24	31	6	23	11	17	23	11	20	7	41	25	122	11	23	18	16	15	13	23	6	18	13	14	14	21	59	16	18	31	10	27	12	19	12
ENST00000472193.1_600_640_+|genomic|ENST00000472193.1_600_640_+|peak_946|ENST00000472193.1|600|640	9	26	32	11	1	4	4	14	3	24	3	5	7	9	8	18	40	26	10	14	6	10	0	6	6	5	5	8	10	6	5	4	13	12	9	5	10	83	2	2	11
ENST00000473055.1_0_40_+|genomic|ENST00000473055.1_0_40_+|peak_947|ENST00000473055.1|0|40	50	13	17	43	27	17	456	27	4	15	8	16	5	15	27	7	10	29	75	21	14	15	10	6	13	34	14	20	17	25	19	21	68	17	17	56	17	56	12	18	9
ENST00000473093.1_160_180_+|genomic|ENST00000473093.1_160_180_+|peak_948|ENST00000473093.1|160|180	21	10	7	11	5	2	10	5	0	11	6	5	3	4	7	2	4	10	44	5	16	7	6	0	0	7	2	5	3	4	4	18	38	8	6	25	6	21	8	12	3
ENST00000473481.1_660_700_+|genomic|ENST00000473481.1_660_700_+|peak_949|ENST00000473481.1|660|700	5	4	7	3	12	0	0	0	11	0	11	15	0	20	30	0	0	18	25	0	0	23	0	31	0	0	0	23	25	27	25	0	7	33	22	24	34	0	0	2	0
ENST00000473512.1_400_420_+|genomic|ENST00000473512.1_400_420_+|peak_950|ENST00000473512.1|400|420	0	3	7	3	3	0	0	0	0	0	1	1	2	0	0	28	12	18	51	49	1	0	0	0	0	0	1	0	0	0	0	1	4	1	0	2	0	32	0	0	0
ENST00000473916.1_500_520_+|genomic|ENST00000473916.1_500_520_+|peak_951|ENST00000473916.1|500|520	6	19	5	40	8	12	8	8	0	13	15	12	6	10	15	1	11	15	31	1	9	16	28	3	14	9	8	13	15	13	15	3	35	13	11	45	16	26	11	7	6
ENST00000473931.1_520_540_+|genomic|ENST00000473931.1_520_540_+|peak_952|ENST00000473931.1|520|540	8	32	24	19	24	39	37	31	6	24	11	8	30	7	4	2	4	1	5	6	22	22	24	9	6	15	11	6	7	7	11	9	20	10	6	22	8	4	9	9	12
ENST00000473990.1_240_260_+|genomic|ENST00000473990.1_240_260_+|peak_953|ENST00000473990.1|240|260	8	17	4	5	6	16	12	29	1	16	2	3	14	4	4	18	36	37	99	34	6	5	3	7	4	4	0	6	3	5	6	2	32	7	2	9	4	80	4	2	4
ENST00000474050.1_1340_1380_+|genomic|ENST00000474050.1_1340_1380_+|peak_954|ENST00000474050.1|1340|1380	35	74	24	31	20	21	10	48	12	52	12	17	48	15	23	17	19	19	6	8	37	17	18	19	21	3	6	12	21	17	19	11	41	21	15	23	21	123	6	8	20
ENST00000474409.1_260_280_+|genomic|ENST00000474409.1_260_280_+|peak_955|ENST00000474409.1|260|280	22	0	2	4	0	0	1	0	13	0	38	34	0	33	46	0	0	0	1	0	3	48	1	26	0	1	0	45	39	55	44	0	2	50	44	56	48	0	0	0	0
ENST00000474481.1_640_660_+|genomic|ENST00000474481.1_640_660_+|peak_956|ENST00000474481.1|640|660	2	8	10	3	62	0	1	0	12	0	42	13	4	7	19	0	1	0	0	0	1	16	0	29	0	1	0	13	15	9	7	0	8	15	10	24	10	1	0	11	0
ENST00000474482.1_40_60_+|genomic|ENST00000474482.1_40_60_+|peak_957|ENST00000474482.1|40|60	54	53	24	29	26	34	48	70	2	37	8	17	14	15	24	8	44	19	79	9	26	20	8	9	5	14	9	20	21	15	18	31	63	23	19	62	28	49	9	20	19
ENST00000474582.1_240_280_+|genomic|ENST00000474582.1_240_280_+|peak_958|ENST00000474582.1|240|280	9	2	7	2	72	0	0	4	8	2	17	11	2	21	16	10	74	327	199	24	1	19	4	2	0	2	0	21	14	15	18	1	21	32	15	26	24	131	1	7	0
ENST00000474843.1_340_360_+|genomic|ENST00000474843.1_340_360_+|peak_959|ENST00000474843.1|340|360	0	0	1	0	0	0	0	0	0	0	0	30	0	51	47	0	0	26	0	0	0	44	0	0	0	0	0	57	54	49	51	0	0	66	53	0	48	0	0	0	0
ENST00000474980.1_360_400_+|genomic|ENST00000474980.1_360_400_+|peak_960|ENST00000474980.1|360|400	7	58	14	29	9	9	9	10	4	9	21	13	21	24	22	1	9	7	15	1	29	24	27	1	18	10	5	24	15	22	19	5	41	32	20	57	20	29	20	10	4
ENST00000475197.1_840_880_+|genomic|ENST00000475197.1_840_880_+|peak_961|ENST00000475197.1|840|880	11	33	17	45	21	10	6	15	2	9	24	12	44	11	19	6	33	39	45	8	25	12	30	5	28	15	7	15	18	15	8	11	55	15	13	33	11	69	14	12	15
ENST00000475199.1_380_420_+|genomic|ENST00000475199.1_380_420_+|peak_962|ENST00000475199.1|380|420	0	0	1	0	0	0	1	0	0	0	11	27	0	27	30	0	0	31	27	0	0	35	2	0	0	0	0	38	28	26	31	0	0	39	30	0	30	0	0	0	0
ENST00000475306.1_640_680_+|genomic|ENST00000475306.1_640_680_+|peak_963|ENST00000475306.1|640|680	63	228	39	126	24	36	78	81	6	182	17	34	46	40	48	63	63	65	30	48	77	49	28	22	27	18	31	48	40	45	41	12	142	56	40	83	48	208	39	36	24
ENST00000475308.1_860_880_+|genomic|ENST00000475308.1_860_880_+|peak_964|ENST00000475308.1|860|880	177	185	70	86	64	61	171	156	17	128	36	76	83	78	101	41	128	108	227	58	95	97	33	40	16	43	27	82	76	81	85	74	213	109	85	138	100	235	32	53	33
ENST00000475698.1_780_820_+|genomic|ENST00000475698.1_780_820_+|peak_965|ENST00000475698.1|780|820	26	24	31	5	15	13	9	53	0	13	9	7	17	1	5	25	16	9	29	17	2	5	2	12	9	2	14	6	4	4	4	16	60	5	3	30	7	18	2	2	3
ENST00000475793.1_280_320_+|genomic|ENST00000475793.1_280_320_+|peak_966|ENST00000475793.1|280|320	11	46	3	3	4	1	3	15	1	271	15	2	5	2	8	10	4	7	8	120	6	8	3	1	9	8	1	9	5	3	6	1	126	7	7	23	6	99	12	2	1
ENST00000475941.1_140_160_+|genomic|ENST00000475941.1_140_160_+|peak_967|ENST00000475941.1|140|160	11	27	25	16	10	13	20	23	5	6	9	9	9	8	14	9	31	19	54	10	10	11	3	9	6	5	2	10	13	14	13	7	35	15	11	21	13	33	7	6	17
ENST00000475941.1_680_720_+|genomic|ENST00000475941.1_680_720_+|peak_968|ENST00000475941.1|680|720	2	1	2	1	0	2	0	2	1	0	6	12	0	16	18	0	0	1	0	1	3	16	3	0	0	1	0	19	18	19	14	0	11	18	20	1	17	0	0	2	0
ENST00000476019.1_20_60_+|genomic|ENST00000476019.1_20_60_+|peak_969|ENST00000476019.1|20|60	9	15	8	4	10	15	6	32	1	6	9	11	9	13	12	6	9	16	24	8	7	11	6	7	4	10	1	15	14	14	13	4	29	14	14	6	12	50	1	5	8
ENST00000476561.2_480_520_+|genomic|ENST00000476561.2_480_520_+|peak_970|ENST00000476561.2|480|520	17	24	35	15	23	5	15	47	3	10	6	4	17	6	12	24	10	10	26	15	5	10	2	13	6	5	39	7	6	5	5	27	69	13	3	16	7	12	5	5	17
ENST00000477085.1_1640_1680_+|genomic|ENST00000477085.1_1640_1680_+|peak_971|ENST00000477085.1|1640|1680	4	18	11	15	1	1	11	18	1	4	4	5	9	6	8	4	12	8	31	13	12	7	10	9	10	10	2	4	5	6	6	14	26	7	4	13	7	15	1	6	8
ENST00000477160.1_480_500_+|genomic|ENST00000477160.1_480_500_+|peak_972|ENST00000477160.1|480|500	50	68	27	43	35	11	31	33	4	33	16	22	17	23	31	11	29	37	65	28	31	25	11	6	9	28	8	32	25	31	25	26	42	32	27	25	30	110	6	14	10
ENST00000477241.1_420_460_+|genomic|ENST00000477241.1_420_460_+|peak_973|ENST00000477241.1|420|460	40	43	41	3	19	42	25	68	2	23	9	17	14	19	25	0	0	0	0	0	10	22	4	24	8	7	19	23	19	17	18	11	60	27	19	34	23	0	2	5	16
ENST00000477283.1_220_240_+|genomic|ENST00000477283.1_220_240_+|peak_974|ENST00000477283.1|220|240	6	9	5	6	6	6	8	5	4	3	3	3	8	2	5	28	23	40	29	64	8	3	7	5	4	4	6	4	2	4	1	3	19	4	1	9	2	39	3	2	0
ENST00000477304.1_0_40_+|genomic|ENST00000477304.1_0_40_+|peak_975|ENST00000477304.1|0|40	9	7	5	13	6	19	11	12	2	7	6	5	6	4	5	6	17	13	21	24	8	2	2	5	4	2	0	7	6	8	7	1	14	8	3	26	6	39	5	5	1
ENST00000477310.1_1300_1340_+|genomic|ENST00000477310.1_1300_1340_+|peak_976|ENST00000477310.1|1300|1340	21	20	18	8	5	21	26	33	1	13	6	32	7	42	45	15	51	90	89	37	5	38	5	1	6	8	3	51	36	34	45	5	27	60	34	9	53	170	9	5	5
ENST00000477555.1_440_480_+|genomic|ENST00000477555.1_440_480_+|peak_977|ENST00000477555.1|440|480	8	53	10	29	11	17	4	14	3	11	18	16	35	16	23	14	66	42	48	5	22	17	6	1	14	5	3	23	19	18	17	11	57	23	19	58	21	100	9	7	3
ENST00000477559.2_0_40_+|genomic|ENST00000477559.2_0_40_+|peak_978|ENST00000477559.2|0|40	27	147	23	81	35	17	31	56	11	14	11	13	54	23	25	48	150	92	237	26	34	23	36	4	8	10	10	26	18	23	24	18	141	26	19	75	26	106	36	34	11
ENST00000477616.1_680_720_+|genomic|ENST00000477616.1_680_720_+|peak_979|ENST00000477616.1|680|720	21	16	14	3	6	13	10	26	3	1	4	3	11	5	5	24	13	4	16	8	5	4	0	7	3	2	8	2	3	2	7	1	13	6	1	9	6	5	1	3	4
ENST00000477673.2_60_100_+|genomic|ENST00000477673.2_60_100_+|peak_980|ENST00000477673.2|60|100	10	21	8	22	3	10	8	5	3	64	11	12	11	11	12	5	2	9	51	11	2	10	9	0	4	18	65	7	9	8	13	2	60	9	12	46	12	31	12	6	10
ENST00000477801.1_380_420_+|genomic|ENST00000477801.1_380_420_+|peak_981|ENST00000477801.1|380|420	6	22	27	10	4	16	9	11	6	15	4	5	2	7	5	22	27	21	18	23	17	12	11	22	14	10	16	4	7	6	8	7	36	8	8	6	11	35	3	9	25
ENST00000477834.1_300_340_+|genomic|ENST00000477834.1_300_340_+|peak_982|ENST00000477834.1|300|340	32	19	40	41	13	17	36	48	5	23	16	30	16	32	36	1	0	0	0	0	33	37	31	22	25	18	8	26	32	30	32	14	48	37	35	27	36	0	5	16	15
ENST00000477977.1_40_80_+|genomic|ENST00000477977.1_40_80_+|peak_983|ENST00000477977.1|40|80	7	23	53	27	9	23	20	17	13	25	15	13	7	19	19	7	13	40	49	36	26	14	19	9	6	16	31	19	15	21	21	19	29	26	15	20	19	27	25	11	21
ENST00000477984.1_40_80_+|genomic|ENST00000477984.1_40_80_+|peak_984|ENST00000477984.1|40|80	2	2	1	0	0	0	0	3	0	2	0	0	1	0	0	36	46	29	61	47	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	57	1	0	1
ENST00000478420.1_180_200_+|genomic|ENST00000478420.1_180_200_+|peak_985|ENST00000478420.1|180|200	4	9	7	24	112	1	1	0	17	1	48	18	6	23	33	21	261	493	587	17	4	25	10	33	1	1	7	25	20	15	28	2	87	34	18	89	26	90	13	32	1
ENST00000478428.1_1940_1980_+|genomic|ENST00000478428.1_1940_1980_+|peak_986|ENST00000478428.1|1940|1980	80	135	66	85	81	22	100	24	8	54	32	43	60	54	57	19	81	58	118	65	157	54	86	6	22	72	23	47	42	45	51	68	222	59	59	149	60	112	42	46	29
ENST00000478562.1_460_500_+|genomic|ENST00000478562.1_460_500_+|peak_987|ENST00000478562.1|460|500	9	39	9	3	9	9	6	7	4	3	2	15	12	14	18	2	8	12	4	0	8	17	5	1	4	2	1	20	16	13	18	6	41	19	17	43	15	5	9	7	1
ENST00000478595.1_1640_1680_+|genomic|ENST00000478595.1_1640_1680_+|peak_988|ENST00000478595.1|1640|1680	1	0	3	1	0	0	0	0	0	0	9	34	0	36	44	0	0	32	15	0	0	34	3	0	0	0	0	43	37	37	38	0	0	42	31	0	36	0	0	0	0
ENST00000478658.1_6280_6320_+|genomic|ENST00000478658.1_6280_6320_+|peak_989|ENST00000478658.1|6280|6320	9	13	5	18	12	2	20	25	4	10	3	12	6	9	13	5	18	20	28	6	9	16	7	8	6	7	2	14	15	9	14	5	81	15	7	26	7	17	5	9	11
ENST00000478745.1_400_440_+|genomic|ENST00000478745.1_400_440_+|peak_990|ENST00000478745.1|400|440	2	1	2	0	1	1	1	0	0	0	17	18	0	18	21	0	1	48	42	0	0	22	4	0	0	0	0	25	21	25	16	0	1	26	20	1	25	0	1	0	0
ENST00000478787.1_580_600_+|genomic|ENST00000478787.1_580_600_+|peak_991|ENST00000478787.1|580|600	38	34	42	50	31	38	68	80	20	34	27	26	57	34	53	0	0	0	0	0	39	39	70	43	24	16	10	36	36	39	44	67	125	44	37	45	43	0	30	34	37
ENST00000478795.1_520_560_+|genomic|ENST00000478795.1_520_560_+|peak_992|ENST00000478795.1|520|560	33	77	17	25	71	0	25	9	18	342	53	30	8	33	40	5	7	51	44	35	20	33	4	11	4	3	2	33	26	31	28	1	136	35	28	35	30	103	23	6	0
ENST00000478932.1_2440_2480_+|genomic|ENST00000478932.1_2440_2480_+|peak_993|ENST00000478932.1|2440|2480	1	2	2	1	9	0	0	0	5	0	5	20	0	12	19	0	0	0	0	0	0	14	0	31	0	0	0	17	12	19	16	0	2	19	12	5	24	0	0	0	0
