feature	csFTC-2_1	csFTC-3_1	csFTC-4_1	csFTC-5_1	csFTC-6_1	csFTC-7_1	csFTC-8_1	csFTC-10_1	csFTC-11_1	csFTC-13_1	csFTC-14_1	csFTC-15_1	csFTC-20_1	csFTC-1_1	csFTC-16_1	csFTC-17_1	csFTC-18_1	csFTC-19_1	csFTC-21_1	csFTC-22_1	csFTA-1_1	csFTA-2_1	csFTA-3_1	csFTA-4_1	csFTA-6_1	csFTA-10_1	csFTA-11_1	csFTA-12_1	csFTA-13_1	csFTA-15_1	csFTA-16_1	csFTA-17_1	csFTA-18_1	csFTA-9_1	csFTA-20_1	csFTA-23_1	csFTA-24_1
ENST00000641428.1_1880_1920_+|genomic|ENST00000641428.1_1880_1920_+|peak_2183|ENST00000641428.1|1880|1920	1	24	22	6	0	0	34	28	36	14	43	22	0	27	9	30	20	31	2	36	8	5	5	14	0	32	0	0	4	29	23	31	54	35	56	45	19
ENST00000641520.1_10460_10500_+|genomic|ENST00000641520.1_10460_10500_+|peak_2184|ENST00000641520.1|10460|10500	8	10	0	39	0	2	45	48	11	1	2	1	0	0	1	70	0	0	2	1	0	0	3	0	0	42	0	1	65	47	23	5	1	1	2	0	11
ENST00000641526.1_420_460_+|genomic|ENST00000641526.1_420_460_+|peak_2185|ENST00000641526.1|420|460	20	8	77	7	0	19	78	83	13	15	11	16	8	9	2	8	5	6	2	12	7	9	3	7	25	80	2	4	13	87	3	10	14	7	15	3	7
ENST00000641702.1_500_520_+|genomic|ENST00000641702.1_500_520_+|peak_2186|ENST00000641702.1|500|520	1	2	14	1	2	1	9	17	2	3	2	2	1	1	3	2	1	0	0	8	4	1	5	4	3	15	0	0	4	12	0	5	3	2	3	0	2
ENST00000641788.1_600_640_+|genomic|ENST00000641788.1_600_640_+|peak_2187|ENST00000641788.1|600|640	2	36	4	95	0	0	172	160	13	1	6	1	1	1	4	60	0	0	0	0	2	5	4	4	0	194	1	1	4	264	44	1	2	6	1	0	11
ENST00000641852.1_920_960_+|genomic|ENST00000641852.1_920_960_+|peak_2188|ENST00000641852.1|920|960	120	21	62	13	5	13	51	61	27	15	47	26	5	5	1	8	7	21	5	22	29	27	31	22	19	63	12	9	57	49	11	12	12	49	27	12	14
ENST00000642109.1_440_460_+|genomic|ENST00000642109.1_440_460_+|peak_2189|ENST00000642109.1|440|460	22	15	16	7	24	122	17	21	15	9	35	28	21	4	4	8	2	5	2	7	13	20	14	17	120	21	38	30	25	22	4	8	14	31	16	6	3
ENST00000642109.1_720_760_+|genomic|ENST00000642109.1_720_760_+|peak_2190|ENST00000642109.1|720|760	8	12	42	3	0	1	20	21	50	37	46	46	0	77	27	29	31	35	5	67	7	9	5	13	0	23	0	0	7	22	60	49	121	77	107	67	56
ENST00000642131.1_420_460_+|genomic|ENST00000642131.1_420_460_+|peak_2191|ENST00000642131.1|420|460	1	20	28	8	0	7	14	16	24	56	30	38	30	15	7	27	18	20	0	48	10	36	18	5	9	15	0	1	0	18	17	23	45	42	36	25	21
ENST00000642132.1_2580_2620_+|genomic|ENST00000642132.1_2580_2620_+|peak_2192|ENST00000642132.1|2580|2620	8	7	3	2	0	0	8	6	14	10	8	8	0	7	3	10	5	8	8	11	0	4	5	2	0	7	0	0	10	4	7	8	3	7	8	9	12
ERV3-16A3_I-int::chr10:128863725-128865007(+)_1020_1040_+|genomic|ERV3-16A3_I-int::chr10:128863725-128865007(+)_1020_1040_+|peak_2193|ERV3-16A3_I-int::chr10:128863725-128865007(+)|1020|1040	7	2	4	4	2	31	11	8	2	11	5	1	6	11	0	2	4	1	8	5	4	3	4	3	12	10	10	8	11	20	1	35	1	8	7	15	4
ERV3-16A3_I-int::chr12:16421214-16422188(-)_740_780_+|genomic|ERV3-16A3_I-int::chr12:16421214-16422188(-)_740_780_+|peak_2194|ERV3-16A3_I-int::chr12:16421214-16422188(-)|740|780	0	5	0	0	0	0	27	28	13	0	4	8	0	2	0	2	2	3	2	5	0	4	0	0	3	30	0	0	0	27	5	5	1	0	2	2	45
ERV3-16A3_I-int::chr18:6475572-6476079(-)_220_260_+|genomic|ERV3-16A3_I-int::chr18:6475572-6476079(-)_220_260_+|peak_2195|ERV3-16A3_I-int::chr18:6475572-6476079(-)|220|260	13	2	11	3	0	0	11	10	0	2	0	2	1	4	0	3	3	4	2	6	2	3	1	2	0	14	0	2	14	12	7	8	7	1	5	2	3
ERV3-16A3_I-int::chr2:142580707-142581076(+)_280_300_+|genomic|ERV3-16A3_I-int::chr2:142580707-142581076(+)_280_300_+|peak_2196|ERV3-16A3_I-int::chr2:142580707-142581076(+)|280|300	1	0	0	0	0	0	15	15	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	20	0	0	35	23	0	0	0	0	0	0	0
ERV3-16A3_I-int::chr3:110426930-110427583(-)_460_500_+|genomic|ERV3-16A3_I-int::chr3:110426930-110427583(-)_460_500_+|peak_2197|ERV3-16A3_I-int::chr3:110426930-110427583(-)|460|500	0	2	2	4	0	0	25	25	1	1	2	0	0	0	1	12	0	0	1	0	0	0	0	0	0	22	0	0	22	36	12	1	1	0	1	0	10
ERVL-E-int::chr14:95400961-95401156(+)_20_60_+|genomic|ERVL-E-int::chr14:95400961-95401156(+)_20_60_+|peak_2198|ERVL-E-int::chr14:95400961-95401156(+)|20|60	24	0	15	1	0	1	1	1	0	0	2	0	2	0	0	1	0	0	0	0	0	1	0	0	0	2	1	1	4	2	0	0	1	0	0	0	0
ERVL47-int::chr15:24534516-24535647(+)_860_900_+|genomic|ERVL47-int::chr15:24534516-24535647(+)_860_900_+|peak_2199|ERVL47-int::chr15:24534516-24535647(+)|860|900	0	4	11	9	0	0	13	19	33	16	36	24	1	46	15	13	16	29	0	21	6	7	4	7	1	17	0	1	0	17	47	26	95	54	64	39	32
G-rich::chr12:14802701-14802740(+)_0_39_+|genomic|G-rich::chr12:14802701-14802740(+)_0_39_+|peak_2200|G-rich::chr12:14802701-14802740(+)|0|39	12	6	21	6	0	0	12	13	2	0	3	5	2	3	1	0	2	1	0	5	3	10	2	3	0	13	0	0	16	15	3	2	8	8	2	3	5
G-rich::chr18:80258292-80258942(+)_460_500_+|genomic|G-rich::chr18:80258292-80258942(+)_460_500_+|peak_2201|G-rich::chr18:80258292-80258942(+)|460|500	12	15	4	5	6	3	8	8	37	22	29	67	0	28	16	12	16	15	22	19	5	3	6	3	2	10	0	0	10	8	24	19	39	25	21	40	17
G000645::chr1:12890115-12899486(+)_460_480_+|genomic|G000645::chr1:12890115-12899486(+)_460_480_+|peak_2202|G000645::chr1:12890115-12899486(+)|460|480	25	5	5	1	0	0	5	3	0	0	0	0	4	1	1	0	0	0	0	0	0	0	3	0	1	4	0	0	2	5	2	0	5	3	1	1	0
G000703::chr1:15152464-15164343(-)_5120_5140_+|genomic|G000703::chr1:15152464-15164343(-)_5120_5140_+|peak_2203|G000703::chr1:15152464-15164343(-)|5120|5140	1	7	15	0	0	0	11	6	14	15	28	16	1	37	5	20	29	34	0	39	20	5	6	5	0	13	0	0	0	10	28	14	89	19	62	24	26
G000703::chr1:15171317-15184317(-)_2640_2680_+|genomic|G000703::chr1:15171317-15184317(-)_2640_2680_+|peak_2204|G000703::chr1:15171317-15184317(-)|2640|2680	108	49	17	9	3	10	13	15	100	71	97	213	2	79	10	67	82	81	65	101	10	20	15	17	8	12	2	2	13	13	41	105	91	65	130	53	57
G001432::chr1:29525832-29583094(+)_15240_15280_+|genomic|G001432::chr1:29525832-29583094(+)_15240_15280_+|peak_2205|G001432::chr1:29525832-29583094(+)|15240|15280	21	0	1	1	1	0	6	11	0	0	0	0	1	0	0	0	0	0	0	1	1	13	0	0	1	4	0	0	6	3	0	0	0	2	0	0	1
G001608::chr1:33138288-33162850(+)_7660_7700_+|genomic|G001608::chr1:33138288-33162850(+)_7660_7700_+|peak_2206|G001608::chr1:33138288-33162850(+)|7660|7700	0	0	0	0	0	0	23	20	2	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	17	0	0	22	19	7	1	2	1	0	0	4
G002467::chr1:56060977-56098730(-)_15860_15900_+|genomic|G002467::chr1:56060977-56098730(-)_15860_15900_+|peak_2207|G002467::chr1:56060977-56098730(-)|15860|15900	115	113	49	28	116	45	44	46	163	165	165	297	16	61	49	61	56	67	88	133	62	62	51	35	51	45	53	24	57	48	90	89	85	108	144	93	63
G003050::chr1:82229416-82303649(+)_27600_27640_+|genomic|G003050::chr1:82229416-82303649(+)_27600_27640_+|peak_2208|G003050::chr1:82229416-82303649(+)|27600|27640	0	8	21	3	0	0	9	8	33	11	30	15	1	2	2	9	7	13	0	17	7	6	4	14	0	9	0	0	0	7	12	10	5	69	7	17	18
G003050::chr1:82229416-82303649(+)_36240_36280_+|genomic|G003050::chr1:82229416-82303649(+)_36240_36280_+|peak_2209|G003050::chr1:82229416-82303649(+)|36240|36280	4	6	15	4	0	0	7	14	15	12	15	16	0	14	2	22	7	25	1	17	3	7	4	5	0	12	0	0	0	11	25	24	19	27	24	26	24
G003050::chr1:82337844-82344069(+)_5580_5620_+|genomic|G003050::chr1:82337844-82344069(+)_5580_5620_+|peak_2210|G003050::chr1:82337844-82344069(+)|5580|5620	5	11	4	8	6	15	1	0	42	32	33	60	2	6	5	27	11	10	3	42	5	5	6	3	22	0	0	2	0	0	24	26	22	44	44	23	16
G003051::chr1:82261230-82279395(-)_11600_11640_+|genomic|G003051::chr1:82261230-82279395(-)_11600_11640_+|peak_2211|G003051::chr1:82261230-82279395(-)|11600|11640	0	5	0	0	0	0	12	17	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	19	0	0	1	15	21	1	0	0	0	0	11
G003376::chr1:93644713-93692937(+)_46200_46240_+|genomic|G003376::chr1:93644713-93692937(+)_46200_46240_+|peak_2212|G003376::chr1:93644713-93692937(+)|46200|46240	29	18	10	4	4	2	8	11	57	51	46	84	2	66	11	47	28	39	12	77	5	6	7	7	13	5	4	2	10	6	41	54	56	47	85	48	40
G003612::chr1:103292159-103318151(+)_2140_2160_+|genomic|G003612::chr1:103292159-103318151(+)_2140_2160_+|peak_2213|G003612::chr1:103292159-103318151(+)|2140|2160	15	6	18	7	8	32	19	16	2	2	2	4	2	4	3	5	2	0	0	5	9	2	3	0	7	14	1	4	18	11	3	4	3	5	6	1	4
G003612::chr1:103318197-103414878(+)_75300_75320_+|genomic|G003612::chr1:103318197-103414878(+)_75300_75320_+|peak_2214|G003612::chr1:103318197-103414878(+)|75300|75320	0	12	14	4	0	0	12	11	9	18	25	18	0	13	1	9	12	19	0	19	10	2	3	2	0	13	0	0	0	12	17	16	25	23	23	17	8
G003612::chr1:103318197-103414878(+)_78140_78160_+|genomic|G003612::chr1:103318197-103414878(+)_78140_78160_+|peak_2215|G003612::chr1:103318197-103414878(+)|78140|78160	0	3	33	4	0	7	33	33	6	1	6	6	2	2	0	1	2	5	0	7	2	3	1	3	3	35	0	2	0	34	4	2	1	1	11	7	4
G004234::chr21:6679962-6986449(-)_173600_173640_+|genomic|G004234::chr21:6679962-6986449(-)_173600_173640_+|peak_2216|G004234::chr21:6679962-6986449(-)|173600|173640	0	4	0	0	0	0	18	17	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	16	0	0	13	19	1	0	1	0	0	1	17
G004234::chr21:6679962-6986449(-)_180480_180520_+|genomic|G004234::chr21:6679962-6986449(-)_180480_180520_+|peak_2217|G004234::chr21:6679962-6986449(-)|180480|180520	24	56	15	179	0	3	392	376	34	6	21	2	1	0	11	216	0	0	0	3	4	2	5	7	3	397	0	1	163	620	59	8	2	8	3	0	29
G004234::chr21:7829926-8101250(-)_149620_149660_+|genomic|G004234::chr21:7829926-8101250(-)_149620_149660_+|peak_2218|G004234::chr21:7829926-8101250(-)|149620|149660	19	26	1	1	2	4	4	6	33	31	25	59	0	18	9	13	25	19	23	52	3	7	4	1	4	5	2	2	4	5	20	35	24	21	44	21	23
G004234::chr21:8103706-8210383(-)_1380_1420_+|genomic|G004234::chr21:8103706-8210383(-)_1380_1420_+|peak_2219|G004234::chr21:8103706-8210383(-)|1380|1420	92	62	135	29	3	0	60	49	37	35	55	38	2	59	36	34	12	26	13	30	42	21	82	47	2	59	2	2	89	60	36	45	104	86	112	49	37
G004234::chr21:8255514-8393418(-)_1380_1420_+|genomic|G004234::chr21:8255514-8393418(-)_1380_1420_+|peak_2220|G004234::chr21:8255514-8393418(-)|1380|1420	95	73	124	31	2	1	56	58	37	27	51	35	3	53	40	34	11	38	14	39	37	22	90	42	2	58	1	2	84	59	43	42	93	87	107	56	45
G004234::chr21:8394341-8437628(-)_1400_1420_+|genomic|G004234::chr21:8394341-8437628(-)_1400_1420_+|peak_2221|G004234::chr21:8394341-8437628(-)|1400|1420	81	74	121	23	3	0	54	53	46	28	43	38	3	46	45	28	10	35	16	36	42	21	80	36	4	58	0	2	89	62	31	41	99	79	114	51	44
G004243::chr1:121118610-121142050(-)_19640_19680_+|genomic|G004243::chr1:121118610-121142050(-)_19640_19680_+|peak_2222|G004243::chr1:121118610-121142050(-)|19640|19680	0	9	3	4	0	0	15	14	19	9	19	14	2	16	9	13	22	17	0	8	3	2	3	5	0	15	0	0	0	21	25	22	40	20	41	34	14
G004243::chr1:121743636-143400547(-)_189220_189240_+|genomic|G004243::chr1:121743636-143400547(-)_189220_189240_+|peak_2223|G004243::chr1:121743636-143400547(-)|189220|189240	9	3	6	3	3	7	20	17	1	0	1	1	0	3	0	5	0	0	0	2	2	4	2	0	8	15	0	0	17	20	2	0	1	0	5	1	1
G004243::chr1:121743636-143400547(-)_18426760_18426800_+|genomic|G004243::chr1:121743636-143400547(-)_18426760_18426800_+|peak_2224|G004243::chr1:121743636-143400547(-)|18426760|18426800	37	8	18	7	0	0	30	34	41	68	33	20	1	36	3	49	29	56	13	44	11	1	6	8	1	28	0	0	41	40	34	63	89	52	87	46	30
G004243::chr1:143759951-143790194(-)_3360_3400_+|genomic|G004243::chr1:143759951-143790194(-)_3360_3400_+|peak_2225|G004243::chr1:143759951-143790194(-)|3360|3400	31	4	14	0	1	1	7	5	0	0	2	0	2	0	0	1	0	1	0	0	0	3	3	1	0	10	1	0	5	5	0	0	2	2	1	1	0
G004243::chr1:144474790-144480963(-)_200_240_+|genomic|G004243::chr1:144474790-144480963(-)_200_240_+|peak_2226|G004243::chr1:144474790-144480963(-)|200|240	28	47	5	10	4	23	7	4	68	70	44	89	2	38	4	44	46	54	59	124	7	14	10	6	23	9	3	4	7	6	48	98	58	31	76	71	43
G004243::chr1:145708148-145738867(-)_28080_28120_+|genomic|G004243::chr1:145708148-145738867(-)_28080_28120_+|peak_2227|G004243::chr1:145708148-145738867(-)|28080|28120	2	17	27	6	1	32	29	24	7	11	8	19	10	3	6	10	4	15	0	8	9	10	15	1	73	27	3	20	1	26	8	6	2	7	8	5	10
G004243::chr1:146344790-146539540(-)_133040_133080_+|genomic|G004243::chr1:146344790-146539540(-)_133040_133080_+|peak_2228|G004243::chr1:146344790-146539540(-)|133040|133080	1	4	2	2	0	0	47	45	1	0	0	0	0	0	1	3	0	0	0	0	0	1	0	1	0	49	1	0	40	53	0	1	0	0	0	0	3
G004243::chr1:146539663-146862728(-)_205860_205900_+|genomic|G004243::chr1:146539663-146862728(-)_205860_205900_+|peak_2229|G004243::chr1:146539663-146862728(-)|205860|205900	3	1	5	1	0	0	14	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	16	0	0	16	16	0	0	0	0	0	0	0
G004243::chr1:147521102-147629651(-)_14840_14880_+|genomic|G004243::chr1:147521102-147629651(-)_14840_14880_+|peak_2230|G004243::chr1:147521102-147629651(-)|14840|14880	14	5	35	12	2	9	14	16	3	2	5	4	4	2	5	4	3	5	0	2	4	3	3	2	8	16	5	6	20	17	2	1	9	9	4	3	4
G004243::chr1:147521102-147629651(-)_42100_42140_+|genomic|G004243::chr1:147521102-147629651(-)_42100_42140_+|peak_2231|G004243::chr1:147521102-147629651(-)|42100|42140	48	20	39	7	0	1	40	35	10	16	28	16	0	23	14	10	11	13	13	23	8	4	14	13	0	36	0	0	42	30	14	24	39	27	30	28	22
G004243::chr1:147737576-147756198(-)_2580_2600_+|genomic|G004243::chr1:147737576-147756198(-)_2580_2600_+|peak_2232|G004243::chr1:147737576-147756198(-)|2580|2600	0	2	1	0	0	0	19	19	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	19	0	0	22	25	5	0	0	0	0	0	6
G004243::chr1:147773362-147909266(-)_10580_10620_+|genomic|G004243::chr1:147773362-147909266(-)_10580_10620_+|peak_2233|G004243::chr1:147773362-147909266(-)|10580|10620	126	42	12	13	38	8	11	6	82	82	79	166	5	64	30	47	44	47	179	107	11	23	13	17	4	8	45	4	50	12	62	90	86	57	90	78	46
G004243::chr1:147773362-147909266(-)_10780_10800_+|genomic|G004243::chr1:147773362-147909266(-)_10780_10800_+|peak_2234|G004243::chr1:147773362-147909266(-)|10780|10800	3	22	3	7	0	4	9	10	33	25	29	46	3	21	13	10	4	15	2	21	8	7	12	9	4	8	0	5	4	10	17	17	27	20	38	21	15
G004243::chr1:147773362-147909266(-)_114280_114320_+|genomic|G004243::chr1:147773362-147909266(-)_114280_114320_+|peak_2235|G004243::chr1:147773362-147909266(-)|114280|114320	0	1	16	0	0	2	29	25	4	1	3	2	1	2	0	1	0	0	0	1	0	0	1	2	1	27	0	0	0	30	3	1	1	1	5	4	1
G004258::chr1:121146826-121184809(+)_2080_2100_+|genomic|G004258::chr1:121146826-121184809(+)_2080_2100_+|peak_2236|G004258::chr1:121146826-121184809(+)|2080|2100	10	42	21	11	1	25	20	13	99	116	54	123	0	122	31	78	84	53	10	90	15	12	22	16	18	20	2	6	4	16	66	66	135	43	167	86	59
G004258::chr1:121467159-121502343(+)_520_540_+|genomic|G004258::chr1:121467159-121502343(+)_520_540_+|peak_2237|G004258::chr1:121467159-121502343(+)|520|540	0	3	1	0	0	0	23	25	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	32	0	0	0	32	15	2	0	0	0	0	7
G004258::chr1:121467159-121502343(+)_25440_25480_+|genomic|G004258::chr1:121467159-121502343(+)_25440_25480_+|peak_2238|G004258::chr1:121467159-121502343(+)|25440|25480	13	5	25	4	3	20	20	17	5	3	6	5	1	3	3	2	2	3	1	5	1	6	3	1	18	15	12	14	18	19	2	5	4	2	3	5	5
G004258::chr1:121618440-121740823(+)_114480_114520_+|genomic|G004258::chr1:121618440-121740823(+)_114480_114520_+|peak_2239|G004258::chr1:121618440-121740823(+)|114480|114520	31	15	11	6	0	0	11	8	13	10	9	13	0	16	5	4	11	18	3	18	9	4	12	9	1	11	0	0	16	11	8	10	24	32	36	7	14
G004258::chr1:121743636-143343179(+)_2153860_2153900_+|genomic|G004258::chr1:121743636-143343179(+)_2153860_2153900_+|peak_2240|G004258::chr1:121743636-143343179(+)|2153860|2153900	2	8	2	20	0	0	31	27	0	1	1	0	1	0	2	48	1	1	0	1	0	2	0	0	0	39	0	0	17	29	13	2	0	7	1	0	1
G004258::chr1:121743636-143343179(+)_3070680_3070720_+|genomic|G004258::chr1:121743636-143343179(+)_3070680_3070720_+|peak_2241|G004258::chr1:121743636-143343179(+)|3070680|3070720	2	5	38	13	0	1	25	23	5	11	7	7	0	3	2	6	3	7	0	11	22	16	8	5	6	21	0	2	1	16	3	20	9	4	20	11	24
G004258::chr1:121743636-143343179(+)_3399260_3399300_+|genomic|G004258::chr1:121743636-143343179(+)_3399260_3399300_+|peak_2242|G004258::chr1:121743636-143343179(+)|3399260|3399300	27	67	20	17	12	38	19	16	64	97	78	153	4	20	22	35	28	31	30	78	15	30	30	23	43	22	16	13	17	20	36	51	34	82	49	38	35
G004258::chr1:144068350-144085627(+)_12760_12800_+|genomic|G004258::chr1:144068350-144085627(+)_12760_12800_+|peak_2243|G004258::chr1:144068350-144085627(+)|12760|12800	25	12	15	63	4	2	81	75	6	1	10	1	0	1	11	43	0	1	3	1	1	0	8	2	2	78	0	0	109	81	8	7	0	3	9	3	13
G004258::chr1:144086098-144168751(+)_36300_36340_+|genomic|G004258::chr1:144086098-144168751(+)_36300_36340_+|peak_2244|G004258::chr1:144086098-144168751(+)|36300|36340	31	26	43	5	0	0	24	21	26	9	22	24	0	6	3	10	9	13	1	17	12	11	16	8	1	29	0	4	15	19	6	11	16	27	19	13	13
G004258::chr1:144340225-144412575(+)_66900_66940_+|genomic|G004258::chr1:144340225-144412575(+)_66900_66940_+|peak_2245|G004258::chr1:144340225-144412575(+)|66900|66940	11	21	14	7	13	17	5	1	24	44	11	26	2	17	21	20	17	20	23	36	2	3	10	4	9	3	0	0	3	4	24	26	20	16	36	34	21
G004258::chr1:145233519-145281115(+)_42120_42160_+|genomic|G004258::chr1:145233519-145281115(+)_42120_42160_+|peak_2246|G004258::chr1:145233519-145281115(+)|42120|42160	3	25	12	8	13	18	4	6	20	45	19	26	2	16	21	15	16	20	15	42	5	5	11	4	8	4	1	1	7	3	18	37	25	13	43	34	19
G004258::chr1:145281462-145407771(+)_6360_6380_+|genomic|G004258::chr1:145281462-145407771(+)_6360_6380_+|peak_2247|G004258::chr1:145281462-145407771(+)|6360|6380	3	9	2	16	0	1	26	24	4	3	3	0	1	0	0	25	0	0	0	1	2	1	0	2	0	31	0	1	4	34	6	0	5	0	2	0	10
G004258::chr1:145489407-145507443(+)_3360_3400_+|genomic|G004258::chr1:145489407-145507443(+)_3360_3400_+|peak_2248|G004258::chr1:145489407-145507443(+)|3360|3400	20	27	2	6	6	6	1	2	17	12	14	19	1	8	4	6	4	9	27	24	4	11	9	7	7	1	5	2	9	0	10	21	12	11	24	9	13
G004258::chr1:145520594-145607989(+)_35540_35580_+|genomic|G004258::chr1:145520594-145607989(+)_35540_35580_+|peak_2249|G004258::chr1:145520594-145607989(+)|35540|35580	5	14	30	5	0	22	21	23	10	7	13	7	12	1	0	4	3	8	0	14	2	15	11	3	26	15	1	17	2	20	6	10	1	14	9	5	2
G004258::chr1:145670648-145686664(+)_5380_5420_+|genomic|G004258::chr1:145670648-145686664(+)_5380_5420_+|peak_2250|G004258::chr1:145670648-145686664(+)|5380|5420	4	22	4	6	1	18	6	7	28	25	21	40	1	31	19	23	22	20	1	48	6	4	5	7	18	7	0	1	1	5	38	40	63	26	92	66	32
G004258::chr1:145982791-146044553(+)_52920_52980_+|genomic|G004258::chr1:145982791-146044553(+)_52920_52980_+|peak_2251|G004258::chr1:145982791-146044553(+)|52920|52980	18	13	21	2	9	34	8	7	8	4	2	5	11	0	1	11	1	4	5	1	4	8	36	21	14	6	15	18	10	4	1	3	4	7	6	2	3
G004258::chr1:146298715-146376806(+)_21340_21360_+|genomic|G004258::chr1:146298715-146376806(+)_21340_21360_+|peak_2252|G004258::chr1:146298715-146376806(+)|21340|21360	18	4	24	2	1	0	18	21	7	0	1	1	0	1	3	1	4	4	1	6	0	7	6	4	0	18	0	0	30	29	1	10	2	6	5	4	11
G004258::chr1:147295766-147319109(+)_19420_19460_+|genomic|G004258::chr1:147295766-147319109(+)_19420_19460_+|peak_2253|G004258::chr1:147295766-147319109(+)|19420|19460	3	5	9	3	4	10	3	3	6	7	12	1	3	6	3	3	1	2	3	12	4	8	3	1	10	1	6	3	7	4	2	5	11	4	14	3	12
G004258::chr1:147320224-147383255(+)_35960_36000_+|genomic|G004258::chr1:147320224-147383255(+)_35960_36000_+|peak_2254|G004258::chr1:147320224-147383255(+)|35960|36000	10	0	13	0	2	4	16	15	1	2	2	0	1	0	0	0	2	1	0	0	2	0	1	0	3	17	1	1	14	11	2	1	2	0	3	1	1
G004258::chr1:147385131-147419049(+)_26660_26700_+|genomic|G004258::chr1:147385131-147419049(+)_26660_26700_+|peak_2255|G004258::chr1:147385131-147419049(+)|26660|26700	3	45	5	14	2	8	7	4	59	52	33	77	6	23	17	45	38	46	6	68	11	2	15	9	12	7	1	6	4	12	20	72	22	32	47	36	19
G004258::chr1:147498746-147505333(+)_2740_2780_+|genomic|G004258::chr1:147498746-147505333(+)_2740_2780_+|peak_2256|G004258::chr1:147498746-147505333(+)|2740|2780	22	5	6	4	0	1	5	6	2	1	6	4	0	2	1	3	0	3	1	1	8	4	4	1	0	5	0	1	14	6	4	4	4	8	6	2	4
G004258::chr1:147758434-147777589(+)_10880_10920_+|genomic|G004258::chr1:147758434-147777589(+)_10880_10920_+|peak_2257|G004258::chr1:147758434-147777589(+)|10880|10920	7	11	15	2	7	0	30	25	2	0	2	2	3	0	3	2	0	1	0	0	2	1	3	1	0	30	0	0	42	28	1	1	0	1	1	4	2
G004258::chr1:147993521-148011798(+)_5380_5420_+|genomic|G004258::chr1:147993521-148011798(+)_5380_5420_+|peak_2258|G004258::chr1:147993521-148011798(+)|5380|5420	1	23	4	7	1	16	6	7	19	32	20	34	1	36	25	28	14	24	1	44	3	8	5	10	21	7	0	1	1	3	38	34	60	27	104	52	35
G004258::chr1:148246685-148262999(+)_120_160_+|genomic|G004258::chr1:148246685-148262999(+)_120_160_+|peak_2259|G004258::chr1:148246685-148262999(+)|120|160	1	11	3	12	0	0	27	27	6	4	0	1	0	0	0	14	0	0	0	0	1	0	0	2	0	14	0	0	1	33	7	2	2	0	3	0	8
G004258::chr1:148469246-148522600(+)_47880_47920_+|genomic|G004258::chr1:148469246-148522600(+)_47880_47920_+|peak_2260|G004258::chr1:148469246-148522600(+)|47880|47920	8	29	14	11	14	15	5	3	22	36	6	37	4	24	24	26	19	21	17	30	4	6	9	2	9	5	1	0	6	3	17	35	26	15	42	27	20
G004366::chr1:147385131-147419049(+)_26660_26700_+|genomic|G004366::chr1:147385131-147419049(+)_26660_26700_+|peak_2261|G004366::chr1:147385131-147419049(+)|26660|26700	8	54	7	12	1	9	7	5	61	51	22	84	5	22	15	32	31	41	8	67	10	5	15	7	18	9	1	6	1	7	24	57	19	26	48	32	20
G004369::chr1:147498746-147505333(+)_2740_2780_+|genomic|G004369::chr1:147498746-147505333(+)_2740_2780_+|peak_2262|G004369::chr1:147498746-147505333(+)|2740|2780	29	5	9	5	0	1	7	10	2	0	7	1	0	3	1	6	2	5	0	3	5	4	4	1	0	9	0	1	16	7	4	4	0	5	4	3	3
G004379::chr1:147758434-147777589(+)_10880_10920_+|genomic|G004379::chr1:147758434-147777589(+)_10880_10920_+|peak_2263|G004379::chr1:147758434-147777589(+)|10880|10920	10	9	15	3	10	0	37	27	1	0	3	3	2	0	2	2	1	0	0	1	2	0	0	0	1	32	0	0	39	31	4	1	1	2	0	1	3
G004397::chr1:148264358-148277967(+)_380_400_+|genomic|G004397::chr1:148264358-148277967(+)_380_400_+|peak_2264|G004397::chr1:148264358-148277967(+)|380|400	22	10	12	5	0	0	12	19	10	5	12	10	0	6	5	5	8	3	0	4	2	8	4	4	0	9	0	0	14	11	2	11	31	19	23	13	13
G004418::chr1:121146826-121184809(+)_2080_2100_+|genomic|G004418::chr1:121146826-121184809(+)_2080_2100_+|peak_2265|G004418::chr1:121146826-121184809(+)|2080|2100	5	37	21	12	1	27	21	17	79	113	66	121	1	120	36	62	63	59	14	89	12	16	23	18	17	18	1	8	5	18	54	75	139	57	176	96	60
G004418::chr1:121467159-121502343(+)_520_540_+|genomic|G004418::chr1:121467159-121502343(+)_520_540_+|peak_2266|G004418::chr1:121467159-121502343(+)|520|540	0	5	1	0	0	0	31	24	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	35	0	0	0	30	17	1	0	0	0	0	8
G004418::chr1:121467159-121502343(+)_25440_25480_+|genomic|G004418::chr1:121467159-121502343(+)_25440_25480_+|peak_2267|G004418::chr1:121467159-121502343(+)|25440|25480	21	6	28	4	3	24	18	14	1	7	3	1	1	1	1	2	3	4	1	5	2	6	3	2	14	19	9	16	18	24	3	6	2	1	4	1	3
